  0.101216E-04  0.204062E+08  0.204062E+08  0.271930E+08  0.271930E+08  0.000000E+00  0.204062E+08
  0.103261E-04  0.204062E+08  0.204062E+08  0.271924E+08  0.271924E+08  0.000000E+00  0.204062E+08
  0.105347E-04  0.204062E+08  0.204062E+08  0.271918E+08  0.271917E+08  0.000000E+00  0.204062E+08
  0.107475E-04  0.204062E+08  0.204062E+08  0.271911E+08  0.271911E+08  0.000000E+00  0.204062E+08
  0.109646E-04  0.204062E+08  0.204062E+08  0.271904E+08  0.271904E+08  0.000000E+00  0.204062E+08
  0.111861E-04  0.204062E+08  0.204062E+08  0.271897E+08  0.271896E+08  0.000000E+00  0.204062E+08
  0.114121E-04  0.204062E+08  0.204062E+08  0.271889E+08  0.271889E+08  0.000000E+00  0.204062E+08
  0.116426E-04  0.204062E+08  0.204062E+08  0.271881E+08  0.271881E+08  0.000000E+00  0.204062E+08
  0.118778E-04  0.204062E+08  0.204062E+08  0.271873E+08  0.271872E+08  0.000000E+00  0.204062E+08
  0.121177E-04  0.204062E+08  0.204062E+08  0.271864E+08  0.271864E+08  0.000000E+00  0.204062E+08
  0.123625E-04  0.204062E+08  0.204062E+08  0.271855E+08  0.271855E+08  0.000000E+00  0.204062E+08
  0.126123E-04  0.204062E+08  0.204062E+08  0.271846E+08  0.271846E+08  0.000000E+00  0.204062E+08
  0.128671E-04  0.204062E+08  0.204062E+08  0.271836E+08  0.271836E+08  0.000000E+00  0.204062E+08
  0.131270E-04  0.204062E+08  0.204062E+08  0.271826E+08  0.271826E+08  0.000000E+00  0.204062E+08
  0.133922E-04  0.204062E+08  0.204062E+08  0.271816E+08  0.271815E+08  0.000000E+00  0.204062E+08
  0.136627E-04  0.204062E+08  0.204062E+08  0.271805E+08  0.271804E+08  0.000000E+00  0.204062E+08
  0.139387E-04  0.204062E+08  0.204062E+08  0.271794E+08  0.271793E+08  0.000000E+00  0.204062E+08
  0.142203E-04  0.204062E+08  0.204062E+08  0.271782E+08  0.271781E+08  0.000000E+00  0.204062E+08
  0.145076E-04  0.204062E+08  0.204062E+08  0.271769E+08  0.271769E+08  0.000000E+00  0.204062E+08
  0.148006E-04  0.204062E+08  0.204062E+08  0.271757E+08  0.271756E+08  0.000000E+00  0.204062E+08
  0.150996E-04  0.204062E+08  0.204062E+08  0.271743E+08  0.271743E+08  0.000000E+00  0.204062E+08
  0.154047E-04  0.204062E+08  0.204062E+08  0.271729E+08  0.271729E+08  0.000000E+00  0.204062E+08
  0.157159E-04  0.204062E+08  0.204062E+08  0.271715E+08  0.271714E+08  0.000000E+00  0.204062E+08
  0.160333E-04  0.204061E+08  0.204061E+08  0.271700E+08  0.271699E+08  0.000000E+00  0.204061E+08
  0.163572E-04  0.204061E+08  0.204061E+08  0.271684E+08  0.271684E+08  0.000000E+00  0.204061E+08
  0.166877E-04  0.204061E+08  0.204061E+08  0.271668E+08  0.271668E+08  0.000000E+00  0.204061E+08
  0.170248E-04  0.204061E+08  0.204061E+08  0.271651E+08  0.271651E+08  0.000000E+00  0.204061E+08
  0.173687E-04  0.204061E+08  0.204061E+08  0.271634E+08  0.271633E+08  0.000000E+00  0.204061E+08
  0.177196E-04  0.204061E+08  0.204061E+08  0.271615E+08  0.271615E+08  0.000000E+00  0.204061E+08
  0.180775E-04  0.204061E+08  0.204061E+08  0.271596E+08  0.271595E+08  0.000000E+00  0.204061E+08
  0.184427E-04  0.204061E+08  0.204061E+08  0.271576E+08  0.271576E+08  0.000000E+00  0.204061E+08
  0.188153E-04  0.204061E+08  0.204061E+08  0.271556E+08  0.271555E+08  0.000000E+00  0.204061E+08
  0.191954E-04  0.204061E+08  0.204061E+08  0.271534E+08  0.271533E+08  0.000000E+00  0.204061E+08
  0.195832E-04  0.204061E+08  0.204061E+08  0.271512E+08  0.271511E+08  0.000000E+00  0.204061E+08
  0.199788E-04  0.204061E+08  0.204061E+08  0.271489E+08  0.271488E+08  0.000000E+00  0.204061E+08
  0.203824E-04  0.204061E+08  0.204061E+08  0.271464E+08  0.271463E+08  0.000000E+00  0.204061E+08
  0.207941E-04  0.204061E+08  0.204061E+08  0.271439E+08  0.271438E+08  0.000000E+00  0.204061E+08
  0.212142E-04  0.204061E+08  0.204061E+08  0.271413E+08  0.271412E+08  0.000000E+00  0.204061E+08
  0.216428E-04  0.204061E+08  0.204061E+08  0.271385E+08  0.271384E+08  0.000000E+00  0.204061E+08
  0.220800E-04  0.204061E+08  0.204061E+08  0.271357E+08  0.271356E+08  0.000000E+00  0.204061E+08
  0.225260E-04  0.204061E+08  0.204061E+08  0.271327E+08  0.271326E+08  0.000000E+00  0.204061E+08
  0.229811E-04  0.204061E+08  0.204061E+08  0.271297E+08  0.271296E+08  0.000000E+00  0.204061E+08
  0.234453E-04  0.204061E+08  0.204061E+08  0.271265E+08  0.271263E+08  0.000000E+00  0.204061E+08
  0.239189E-04  0.204061E+08  0.204061E+08  0.271231E+08  0.271230E+08  0.000000E+00  0.204061E+08
  0.244021E-04  0.204060E+08  0.204060E+08  0.271197E+08  0.271195E+08  0.000000E+00  0.204060E+08
  0.248951E-04  0.204060E+08  0.204060E+08  0.271160E+08  0.271159E+08  0.000000E+00  0.204060E+08
  0.253980E-04  0.204060E+08  0.204060E+08  0.271123E+08  0.271121E+08  0.000000E+00  0.204060E+08
  0.259111E-04  0.204060E+08  0.204060E+08  0.271084E+08  0.271082E+08  0.000000E+00  0.204060E+08
  0.264345E-04  0.204060E+08  0.204060E+08  0.271043E+08  0.271041E+08  0.000000E+00  0.204060E+08
  0.269685E-04  0.204060E+08  0.204060E+08  0.271001E+08  0.270999E+08  0.000000E+00  0.204060E+08
  0.275133E-04  0.204060E+08  0.204060E+08  0.270957E+08  0.270955E+08  0.000000E+00  0.204060E+08
  0.280691E-04  0.204060E+08  0.204060E+08  0.270911E+08  0.270909E+08  0.000000E+00  0.204060E+08
  0.286362E-04  0.204060E+08  0.204060E+08  0.270863E+08  0.270861E+08  0.000000E+00  0.204060E+08
  0.292147E-04  0.204060E+08  0.204060E+08  0.270813E+08  0.270811E+08  0.000000E+00  0.204060E+08
  0.298048E-04  0.204060E+08  0.204060E+08  0.270762E+08  0.270760E+08  0.000000E+00  0.204060E+08
  0.304069E-04  0.204059E+08  0.204059E+08  0.270708E+08  0.270706E+08  0.000000E+00  0.204059E+08
  0.310212E-04  0.204059E+08  0.204059E+08  0.270652E+08  0.270650E+08  0.000000E+00  0.204059E+08
  0.316479E-04  0.204059E+08  0.204059E+08  0.270593E+08  0.270591E+08  0.000000E+00  0.204059E+08
  0.322872E-04  0.204059E+08  0.204059E+08  0.270533E+08  0.270531E+08  0.000000E+00  0.204059E+08
  0.329394E-04  0.204059E+08  0.204059E+08  0.270470E+08  0.270467E+08  0.000000E+00  0.204059E+08
  0.336049E-04  0.204059E+08  0.204059E+08  0.270404E+08  0.270402E+08  0.000000E+00  0.204059E+08
  0.342837E-04  0.204059E+08  0.204059E+08  0.270336E+08  0.270333E+08  0.000000E+00  0.204059E+08
  0.349763E-04  0.204059E+08  0.204059E+08  0.270265E+08  0.270262E+08  0.000000E+00  0.204059E+08
  0.356829E-04  0.204058E+08  0.204058E+08  0.270191E+08  0.270188E+08  0.000000E+00  0.204058E+08
  0.364037E-04  0.204058E+08  0.204058E+08  0.270114E+08  0.270111E+08  0.000000E+00  0.204058E+08
  0.371391E-04  0.204058E+08  0.204058E+08  0.270034E+08  0.270031E+08  0.000000E+00  0.204058E+08
  0.378894E-04  0.204058E+08  0.204058E+08  0.269950E+08  0.269947E+08  0.000000E+00  0.204058E+08
  0.386548E-04  0.204058E+08  0.204058E+08  0.269864E+08  0.269860E+08  0.000000E+00  0.204058E+08
  0.394357E-04  0.204058E+08  0.204058E+08  0.269773E+08  0.269770E+08  0.000000E+00  0.204058E+08
  0.402323E-04  0.204057E+08  0.204057E+08  0.269680E+08  0.269676E+08  0.000000E+00  0.204057E+08
  0.410451E-04  0.204057E+08  0.204057E+08  0.269582E+08  0.269578E+08  0.000000E+00  0.204057E+08
  0.418742E-04  0.204057E+08  0.204057E+08  0.269480E+08  0.269476E+08  0.000000E+00  0.204057E+08
